recipe_id,recipe_name,ingredient,category,quantity_g,is_optional,can_substitute,substitute,prep_time_min,cook_time_min,servings,cuisine,difficulty,meal_type
67,Walnut Oatmeal,walnut,Nut,160,True,False,,34,9,3,Mediterranean,easy,drink
67,Walnut Oatmeal,banana,Fruit,93,True,False,,14,17,1,Indian,medium,snack
67,Walnut Oatmeal,milk,Dairy,60,False,False,,36,15,1,Mediterranean,medium,lunch
68,Corn Salsa,corn,Vegetable,46,True,True,,42,59,6,International,medium,drink
68,Corn Salsa,tomato,Vegetable,90,False,False,,35,12,5,Fusion,medium,breakfast
68,Corn Salsa,onion,Vegetable,89,True,False,,41,34,4,Mediterranean,easy,dinner
68,Corn Salsa,lemon,Fruit,182,False,True,milk,27,24,4,Fusion,medium,lunch
68,Corn Salsa,bell_pepper,Vegetable,149,False,False,,21,9,2,Fusion,medium,lunch
69,Mushroom Omelette,egg,Protein,228,False,False,,12,9,1,Indian,medium,dinner
69,Mushroom Omelette,mushroom,Vegetable,63,False,False,bell_pepper,22,3,2,International,medium,dinner
69,Mushroom Omelette,onion,Vegetable,56,False,False,garlic,28,36,2,International,medium,breakfast
69,Mushroom Omelette,cheese,Dairy,189,False,False,,22,5,6,Indian,medium,drink
70,Chickpea Curry,chickpeas,Legume,71,False,False,,17,8,6,Fusion,medium,lunch
70,Chickpea Curry,tomato,Vegetable,163,True,True,,12,57,6,Mediterranean,medium,breakfast
70,Chickpea Curry,onion,Vegetable,249,False,True,,6,47,5,International,hard,snack
70,Chickpea Curry,garlic,Vegetable,168,False,True,,9,60,3,Indian,hard,dinner
70,Chickpea Curry,spinach,Vegetable,195,False,False,,23,16,1,Indian,easy,dinner
71,Green Smoothie,spinach,Vegetable,205,False,False,,15,8,2,Mediterranean,medium,drink
71,Green Smoothie,banana,Fruit,77,False,False,lettuce,45,42,3,Indian,easy,drink
71,Green Smoothie,apple,Fruit,177,False,False,,22,39,5,Fusion,easy,lunch
71,Green Smoothie,lemon,Fruit,68,False,True,,23,49,2,International,hard,snack
72,Cauliflower Rice,cauliflower,Vegetable,143,True,True,walnut,27,7,3,Fusion,medium,snack
72,Cauliflower Rice,garlic,Vegetable,64,False,False,garlic,27,22,5,Fusion,hard,drink
72,Cauliflower Rice,onion,Vegetable,55,False,False,,8,14,3,Mediterranean,medium,dinner
72,Cauliflower Rice,egg,Protein,100,False,False,,40,21,2,Indian,easy,breakfast
73,Fruit Salad,apple,Fruit,43,False,False,orange,16,6,4,Indian,hard,snack
73,Fruit Salad,banana,Fruit,137,True,False,,41,29,2,Indian,hard,breakfast
73,Fruit Salad,grape,Fruit,67,False,False,,20,13,1,International,medium,dinner
73,Fruit Salad,strawberry,Fruit,236,True,False,grape,33,18,5,Mediterranean,easy,breakfast
73,Fruit Salad,kiwi,Fruit,121,False,True,tomato,40,56,1,Indian,hard,snack
74,Salmon Rice Bowl,salmon,Protein,135,False,False,kiwi,44,15,4,International,easy,lunch
74,Salmon Rice Bowl,rice,Grain,227,False,False,broccoli,32,36,3,Fusion,hard,dinner
74,Salmon Rice Bowl,cucumber,Vegetable,140,False,False,,14,0,3,Fusion,hard,drink
74,Salmon Rice Bowl,avocado,Fruit,164,False,False,garlic,34,38,1,Mediterranean,easy,drink
74,Salmon Rice Bowl,lemon,Fruit,204,True,False,,31,38,2,Fusion,easy,lunch
75,Almond Smoothie,almond,Nut,63,True,False,,14,28,2,Fusion,easy,snack
75,Almond Smoothie,banana,Fruit,32,True,False,egg,23,2,4,Fusion,hard,drink
75,Almond Smoothie,milk,Dairy,71,True,False,,37,20,5,International,easy,snack
75,Almond Smoothie,oats,Grain,161,False,False,,35,13,3,Indian,medium,lunch
76,Tuna Salad,tuna,Protein,131,False,False,,34,58,1,International,medium,lunch
76,Tuna Salad,lettuce,Vegetable,143,False,False,,14,35,1,International,medium,snack
76,Tuna Salad,tomato,Vegetable,61,False,False,,21,43,4,Fusion,easy,breakfast
76,Tuna Salad,cucumber,Vegetable,77,False,False,,16,12,6,Fusion,hard,snack
76,Tuna Salad,lemon,Fruit,39,False,True,blueberry,29,9,5,Fusion,hard,lunch
77,Chickpea Curry,chickpeas,Legume,109,False,True,,36,28,6,Fusion,medium,drink
77,Chickpea Curry,tomato,Vegetable,217,False,True,,29,32,6,Indian,hard,drink
77,Chickpea Curry,onion,Vegetable,240,False,False,,8,37,2,International,easy,snack
77,Chickpea Curry,garlic,Vegetable,183,False,True,,9,30,3,Fusion,easy,dinner
77,Chickpea Curry,spinach,Vegetable,243,False,False,pear,27,20,2,Fusion,easy,breakfast
78,Cauliflower Rice,cauliflower,Vegetable,79,True,False,,17,46,4,Mediterranean,easy,lunch
78,Cauliflower Rice,garlic,Vegetable,150,False,False,,20,8,1,Fusion,hard,lunch
78,Cauliflower Rice,onion,Vegetable,191,False,True,,44,8,5,Fusion,hard,snack
78,Cauliflower Rice,egg,Protein,149,False,True,,6,18,5,International,easy,snack
79,Carrot Lemon Soup,carrot,Vegetable,218,False,False,,33,46,3,Indian,medium,breakfast
79,Carrot Lemon Soup,lemon,Fruit,206,False,False,,9,34,5,Indian,hard,snack
79,Carrot Lemon Soup,onion,Vegetable,202,False,False,avocado,10,37,1,Fusion,easy,drink
79,Carrot Lemon Soup,garlic,Vegetable,134,False,True,carrot,30,51,5,Mediterranean,hard,lunch
79,Carrot Lemon Soup,potato,Vegetable,167,False,True,,8,57,6,Mediterranean,hard,breakfast
80,Cheese Omelette,egg,Protein,145,False,False,,35,27,3,Fusion,hard,drink
80,Cheese Omelette,cheese,Dairy,171,False,True,,31,45,2,Mediterranean,easy,dinner
80,Cheese Omelette,bell_pepper,Vegetable,189,True,False,walnut,28,26,2,International,easy,lunch
80,Cheese Omelette,onion,Vegetable,166,False,False,cheese,16,37,1,Indian,easy,snack
81,Carrot Lemon Soup,carrot,Vegetable,239,False,False,,42,42,3,Indian,hard,drink
81,Carrot Lemon Soup,lemon,Fruit,121,False,True,,25,23,2,Indian,hard,breakfast
81,Carrot Lemon Soup,onion,Vegetable,80,False,False,,28,58,4,Indian,hard,lunch
81,Carrot Lemon Soup,garlic,Vegetable,178,False,False,tomato,5,60,2,Indian,medium,drink
81,Carrot Lemon Soup,potato,Vegetable,249,False,False,rice,31,50,3,International,hard,drink
82,Green Smoothie,spinach,Vegetable,229,False,True,,27,41,4,Indian,hard,lunch
82,Green Smoothie,banana,Fruit,78,False,False,,6,52,2,Indian,hard,drink
82,Green Smoothie,apple,Fruit,183,False,False,,20,57,6,Indian,easy,dinner
82,Green Smoothie,lemon,Fruit,35,False,False,,8,32,1,Fusion,easy,lunch
83,Chicken Stir Fry,chicken,Protein,245,False,False,,11,10,6,International,easy,lunch
83,Chicken Stir Fry,broccoli,Vegetable,86,False,False,blueberry,18,42,6,Indian,hard,snack
83,Chicken Stir Fry,carrot,Vegetable,204,False,True,,12,46,3,International,medium,snack
83,Chicken Stir Fry,garlic,Vegetable,122,False,False,,35,27,2,Indian,hard,dinner
83,Chicken Stir Fry,bell_pepper,Vegetable,60,False,False,lemon,9,18,2,Indian,easy,snack
84,Mango Lassi,mango,Fruit,60,True,True,strawberry,29,18,3,Fusion,hard,lunch
84,Mango Lassi,yogurt,Dairy,31,True,False,,13,50,3,Fusion,medium,breakfast
84,Mango Lassi,milk,Dairy,126,True,False,,26,15,4,Indian,hard,lunch
85,French Toast,bread,Grain,220,False,False,,20,51,2,International,easy,lunch
85,French Toast,egg,Protein,212,False,False,,43,35,5,Fusion,easy,dinner
85,French Toast,milk,Dairy,67,False,False,,12,12,6,Fusion,hard,drink
85,French Toast,butter,Dairy,248,True,True,,27,8,3,International,easy,drink
86,Banana Milkshake,banana,Fruit,61,False,False,,40,33,1,Fusion,easy,breakfast
86,Banana Milkshake,milk,Dairy,209,False,False,lemon,29,7,1,Indian,medium,breakfast
86,Banana Milkshake,yogurt,Dairy,42,False,True,,29,30,3,Mediterranean,hard,drink
87,Banana Milkshake,banana,Fruit,142,False,True,,17,6,4,International,hard,drink
87,Banana Milkshake,milk,Dairy,85,False,False,garlic,33,19,5,Indian,hard,dinner
87,Banana Milkshake,yogurt,Dairy,142,False,False,zucchini,11,20,3,Mediterranean,medium,drink
88,Beef Stew,beef,Protein,206,False,True,carrot,30,37,4,International,easy,drink
88,Beef Stew,potato,Vegetable,192,True,False,,31,0,5,International,hard,lunch
88,Beef Stew,carrot,Vegetable,129,False,True,,32,10,1,Fusion,hard,lunch
88,Beef Stew,onion,Vegetable,94,True,False,,9,28,2,Indian,easy,breakfast
88,Beef Stew,garlic,Vegetable,198,False,False,,18,44,6,International,medium,snack
89,Tomato Egg Scramble,tomato,Vegetable,117,False,False,,42,39,5,Mediterranean,medium,lunch
89,Tomato Egg Scramble,egg,Protein,187,True,True,,33,49,2,Indian,hard,drink
89,Tomato Egg Scramble,onion,Vegetable,124,False,False,tomato,23,14,1,Indian,hard,drink
89,Tomato Egg Scramble,garlic,Vegetable,120,False,False,tuna,38,56,6,Mediterranean,hard,snack
90,Avocado Toast,bread,Grain,205,False,False,bell_pepper,23,59,2,International,hard,snack
90,Avocado Toast,avocado,Fruit,40,False,False,,28,30,4,International,easy,breakfast
90,Avocado Toast,lemon,Fruit,214,False,True,,38,46,5,Indian,hard,drink
90,Avocado Toast,tomato,Vegetable,140,False,False,,20,53,5,International,easy,breakfast
91,Tuna Salad,tuna,Protein,150,False,False,chicken,22,59,6,Fusion,hard,breakfast
91,Tuna Salad,lettuce,Vegetable,47,False,False,,11,9,6,Mediterranean,hard,breakfast
91,Tuna Salad,tomato,Vegetable,236,False,False,,8,26,6,International,medium,lunch
91,Tuna Salad,cucumber,Vegetable,96,False,True,,41,37,4,Mediterranean,medium,dinner
91,Tuna Salad,lemon,Fruit,33,False,False,blueberry,27,8,4,Fusion,hard,dinner
92,Avocado Toast,bread,Grain,207,False,False,,31,56,6,Indian,easy,lunch
92,Avocado Toast,avocado,Fruit,244,False,True,,31,53,3,Fusion,medium,lunch
92,Avocado Toast,lemon,Fruit,42,False,True,,22,12,6,International,hard,snack
92,Avocado Toast,tomato,Vegetable,70,False,False,rice,28,38,6,International,easy,dinner
93,Peach Yogurt Parfait,peach,Fruit,197,False,True,lettuce,21,35,2,International,hard,lunch
93,Peach Yogurt Parfait,yogurt,Dairy,169,False,True,,7,25,2,Mediterranean,hard,breakfast
93,Peach Yogurt Parfait,oats,Grain,206,False,True,,42,51,2,International,hard,dinner
93,Peach Yogurt Parfait,almond,Nut,226,False,True,,36,44,6,Indian,easy,drink
94,Pasta Primavera,pasta,Grain,44,False,False,grape,28,35,5,Mediterranean,easy,dinner
94,Pasta Primavera,tomato,Vegetable,187,False,False,,12,35,6,Mediterranean,easy,lunch
94,Pasta Primavera,broccoli,Vegetable,89,False,False,,26,3,5,Mediterranean,easy,lunch
94,Pasta Primavera,bell_pepper,Vegetable,245,False,True,,41,48,6,International,hard,drink
94,Pasta Primavera,garlic,Vegetable,169,False,False,oats,38,31,2,International,medium,drink
95,Berry Smoothie Bowl,strawberry,Fruit,113,False,False,,42,59,5,Fusion,hard,drink
95,Berry Smoothie Bowl,banana,Fruit,47,False,False,tuna,26,4,3,Fusion,medium,snack
95,Berry Smoothie Bowl,blueberry,Fruit,100,False,True,,16,29,2,Indian,easy,snack
95,Berry Smoothie Bowl,yogurt,Dairy,91,False,False,butter,35,3,3,International,hard,breakfast
96,Green Smoothie,spinach,Vegetable,201,False,False,blueberry,44,18,6,Fusion,medium,snack
96,Green Smoothie,banana,Fruit,84,False,False,,43,36,2,Indian,medium,snack
96,Green Smoothie,apple,Fruit,230,True,True,cauliflower,32,55,1,Fusion,hard,breakfast
96,Green Smoothie,lemon,Fruit,180,False,False,,34,1,3,Mediterranean,hard,snack
97,French Toast,bread,Grain,55,True,True,almond,9,14,4,International,easy,dinner
97,French Toast,egg,Protein,124,False,True,,5,15,2,International,easy,breakfast
97,French Toast,milk,Dairy,59,False,False,,44,41,6,Indian,hard,snack
97,French Toast,butter,Dairy,140,False,False,lettuce,10,44,5,Fusion,medium,lunch
98,Cauliflower Rice,cauliflower,Vegetable,94,True,False,,37,42,6,Fusion,medium,lunch
98,Cauliflower Rice,garlic,Vegetable,215,False,False,,9,40,1,Fusion,easy,dinner
98,Cauliflower Rice,onion,Vegetable,32,False,True,,41,11,6,International,easy,drink
98,Cauliflower Rice,egg,Protein,46,False,False,,19,17,3,Mediterranean,medium,breakfast
99,Pineapple Fried Rice,rice,Grain,87,False,True,,15,24,4,Fusion,hard,dinner
99,Pineapple Fried Rice,pineapple,Fruit,246,False,True,,25,46,5,Indian,medium,drink
99,Pineapple Fried Rice,egg,Protein,245,True,False,mango,25,11,2,Mediterranean,easy,snack
99,Pineapple Fried Rice,onion,Vegetable,248,False,True,peas,17,57,5,Mediterranean,easy,snack
99,Pineapple Fried Rice,carrot,Vegetable,58,False,True,,40,53,2,Fusion,hard,breakfast
100,Corn Salsa,corn,Vegetable,156,False,True,,24,41,3,Indian,easy,dinner
100,Corn Salsa,tomato,Vegetable,146,False,False,,16,4,1,International,hard,dinner
100,Corn Salsa,onion,Vegetable,151,False,False,,21,18,1,Indian,medium,snack
100,Corn Salsa,lemon,Fruit,179,False,False,,10,56,3,International,easy,snack
100,Corn Salsa,bell_pepper,Vegetable,211,False,True,cauliflower,24,27,3,Fusion,easy,snack
101,Lentil Soup,lentils,Legume,225,False,True,,5,1,4,Mediterranean,medium,lunch
101,Lentil Soup,carrot,Vegetable,78,False,False,,23,10,2,Fusion,medium,breakfast
101,Lentil Soup,onion,Vegetable,96,False,False,,37,20,1,Indian,easy,snack
101,Lentil Soup,garlic,Vegetable,153,True,False,,20,9,6,Indian,easy,drink
101,Lentil Soup,tomato,Vegetable,111,False,False,,33,20,2,Indian,hard,lunch
102,Cheese Omelette,egg,Protein,128,False,True,,19,6,1,International,hard,breakfast
102,Cheese Omelette,cheese,Dairy,219,False,True,,32,41,3,International,hard,dinner
102,Cheese Omelette,bell_pepper,Vegetable,156,True,False,,35,56,5,Mediterranean,easy,breakfast
102,Cheese Omelette,onion,Vegetable,163,False,True,,36,39,2,Fusion,hard,lunch
103,Cheese Omelette,egg,Protein,175,False,True,corn,37,39,1,Indian,medium,dinner
103,Cheese Omelette,cheese,Dairy,45,True,False,onion,7,14,6,Indian,medium,drink
103,Cheese Omelette,bell_pepper,Vegetable,61,False,True,,5,42,5,Mediterranean,hard,breakfast
103,Cheese Omelette,onion,Vegetable,59,False,True,,38,41,1,Mediterranean,hard,breakfast
104,Broccoli Cheese Soup,broccoli,Vegetable,108,False,False,,23,55,3,Indian,hard,drink
104,Broccoli Cheese Soup,cheese,Dairy,172,False,False,cheese,15,4,5,International,easy,dinner
104,Broccoli Cheese Soup,milk,Dairy,250,True,False,,24,35,2,Mediterranean,easy,dinner
104,Broccoli Cheese Soup,onion,Vegetable,137,False,False,,19,54,5,Fusion,easy,lunch
104,Broccoli Cheese Soup,garlic,Vegetable,72,True,False,spinach,17,38,6,Mediterranean,medium,drink
105,Carrot Lemon Soup,carrot,Vegetable,190,False,False,,26,49,3,Mediterranean,medium,lunch
105,Carrot Lemon Soup,lemon,Fruit,210,False,False,,25,51,4,Fusion,medium,lunch
105,Carrot Lemon Soup,onion,Vegetable,231,False,True,onion,21,4,2,Indian,medium,dinner
105,Carrot Lemon Soup,garlic,Vegetable,94,False,False,,5,11,2,International,easy,lunch
105,Carrot Lemon Soup,potato,Vegetable,90,False,False,,19,9,6,International,hard,drink
106,Tuna Salad,tuna,Protein,185,False,False,,32,1,1,Fusion,easy,breakfast
106,Tuna Salad,lettuce,Vegetable,138,False,True,,38,18,1,Indian,medium,drink
106,Tuna Salad,tomato,Vegetable,198,False,False,,26,12,2,International,hard,snack
106,Tuna Salad,cucumber,Vegetable,79,False,False,corn,23,9,1,Mediterranean,hard,dinner
106,Tuna Salad,lemon,Fruit,212,False,False,,15,32,6,Indian,hard,dinner
107,Walnut Oatmeal,oats,Grain,208,False,False,,23,53,2,International,hard,breakfast
107,Walnut Oatmeal,walnut,Nut,224,False,False,,10,37,1,Indian,hard,drink
107,Walnut Oatmeal,banana,Fruit,56,False,True,,13,45,4,Fusion,hard,lunch
107,Walnut Oatmeal,milk,Dairy,156,False,False,pineapple,7,11,6,International,easy,snack
108,Cauliflower Rice,cauliflower,Vegetable,70,False,True,corn,43,8,4,Mediterranean,hard,breakfast
108,Cauliflower Rice,garlic,Vegetable,92,False,False,,9,42,2,Mediterranean,hard,dinner
108,Cauliflower Rice,onion,Vegetable,178,True,True,,33,4,4,Mediterranean,easy,drink
108,Cauliflower Rice,egg,Protein,196,False,False,orange,39,22,3,Fusion,easy,dinner
109,Cauliflower Rice,cauliflower,Vegetable,154,False,True,,6,56,2,Indian,hard,snack
109,Cauliflower Rice,garlic,Vegetable,54,False,True,banana,35,39,2,International,easy,drink
109,Cauliflower Rice,onion,Vegetable,124,False,False,blueberry,17,1,6,Fusion,medium,snack
109,Cauliflower Rice,egg,Protein,68,False,False,cauliflower,15,24,4,International,easy,drink
110,Walnut Oatmeal,oats,Grain,123,False,False,lentils,11,60,5,Mediterranean,easy,dinner
110,Walnut Oatmeal,walnut,Nut,86,False,False,carrot,39,31,3,International,easy,dinner
110,Walnut Oatmeal,banana,Fruit,82,False,False,,17,51,3,International,medium,drink
110,Walnut Oatmeal,milk,Dairy,228,False,True,,21,19,5,International,easy,dinner
111,Tomato Egg Scramble,tomato,Vegetable,34,False,False,,38,39,4,Indian,easy,drink
111,Tomato Egg Scramble,egg,Protein,87,False,False,,40,24,4,Fusion,hard,snack
111,Tomato Egg Scramble,onion,Vegetable,133,False,False,,17,19,3,Mediterranean,easy,breakfast
111,Tomato Egg Scramble,garlic,Vegetable,148,True,False,,27,20,1,International,medium,dinner
112,Banana Milkshake,banana,Fruit,64,True,True,,23,50,2,Indian,easy,breakfast
112,Banana Milkshake,milk,Dairy,144,False,False,,30,48,4,Fusion,hard,breakfast
112,Banana Milkshake,yogurt,Dairy,206,False,True,broccoli,34,60,4,Mediterranean,hard,lunch
113,Fruit Salad,apple,Fruit,131,False,False,,20,28,5,Mediterranean,easy,lunch
113,Fruit Salad,banana,Fruit,31,False,False,,36,31,4,Mediterranean,hard,dinner
113,Fruit Salad,grape,Fruit,44,False,False,,30,50,6,International,medium,breakfast
113,Fruit Salad,strawberry,Fruit,221,False,False,,10,22,6,Fusion,medium,dinner
113,Fruit Salad,kiwi,Fruit,233,False,True,,34,42,5,Indian,hard,lunch
114,Chickpea Curry,chickpeas,Legume,66,False,False,,22,27,4,Mediterranean,hard,lunch
114,Chickpea Curry,tomato,Vegetable,80,False,False,,8,9,6,Mediterranean,hard,snack
114,Chickpea Curry,onion,Vegetable,199,False,False,,11,16,1,International,medium,breakfast
114,Chickpea Curry,garlic,Vegetable,79,False,False,,25,5,3,Indian,easy,breakfast
114,Chickpea Curry,spinach,Vegetable,245,False,True,,29,31,4,International,medium,drink
115,Avocado Toast,bread,Grain,74,False,False,,24,59,4,Mediterranean,easy,breakfast
115,Avocado Toast,avocado,Fruit,115,False,False,,35,49,2,Fusion,easy,breakfast
115,Avocado Toast,lemon,Fruit,162,True,False,,14,5,2,Fusion,easy,snack
115,Avocado Toast,tomato,Vegetable,138,False,False,,11,39,5,Mediterranean,medium,dinner
116,Lentil Soup,lentils,Legume,81,False,True,pineapple,7,51,4,Fusion,medium,snack
116,Lentil Soup,carrot,Vegetable,36,False,True,,34,12,6,Fusion,easy,lunch
116,Lentil Soup,onion,Vegetable,177,False,True,,10,10,4,Fusion,medium,drink
116,Lentil Soup,garlic,Vegetable,167,False,True,,8,39,5,International,medium,lunch
116,Lentil Soup,tomato,Vegetable,123,True,True,,34,53,3,Fusion,medium,snack
117,Banana Milkshake,banana,Fruit,213,True,True,,40,29,1,Indian,easy,drink
117,Banana Milkshake,milk,Dairy,34,False,False,mango,12,25,2,Mediterranean,easy,breakfast
117,Banana Milkshake,yogurt,Dairy,53,True,True,cherry,26,48,6,International,medium,drink
118,Apple Banana Smoothie,apple,Fruit,41,False,False,,37,34,4,International,hard,dinner
118,Apple Banana Smoothie,banana,Fruit,51,False,False,,24,51,1,Fusion,medium,snack
118,Apple Banana Smoothie,milk,Dairy,102,False,True,,42,10,2,International,hard,breakfast
118,Apple Banana Smoothie,yogurt,Dairy,227,False,False,,39,56,3,International,hard,drink
119,Fruit Salad,apple,Fruit,78,False,True,salmon,27,5,4,Mediterranean,easy,breakfast
119,Fruit Salad,banana,Fruit,169,False,False,,29,39,5,Fusion,medium,drink
119,Fruit Salad,grape,Fruit,150,False,False,,34,44,2,Mediterranean,hard,drink
119,Fruit Salad,strawberry,Fruit,216,False,False,,7,46,5,Fusion,hard,drink
119,Fruit Salad,kiwi,Fruit,198,False,False,potato,18,44,6,Fusion,hard,snack
120,Tuna Salad,tuna,Protein,239,False,True,,38,1,1,Indian,medium,breakfast
120,Tuna Salad,lettuce,Vegetable,196,True,True,,29,59,3,Indian,hard,breakfast
120,Tuna Salad,tomato,Vegetable,70,True,False,,20,20,5,Fusion,hard,snack
120,Tuna Salad,cucumber,Vegetable,227,False,True,,27,8,4,International,hard,snack
120,Tuna Salad,lemon,Fruit,92,False,False,,33,25,1,Mediterranean,hard,snack
121,Berry Smoothie Bowl,strawberry,Fruit,131,True,False,,10,55,6,Mediterranean,hard,drink
121,Berry Smoothie Bowl,banana,Fruit,72,False,False,lentils,39,45,1,Fusion,medium,breakfast
121,Berry Smoothie Bowl,blueberry,Fruit,231,False,False,pear,20,8,6,International,medium,snack
121,Berry Smoothie Bowl,yogurt,Dairy,207,False,False,,21,46,1,Indian,hard,snack
122,French Toast,bread,Grain,60,True,False,chickpeas,14,55,4,International,easy,breakfast
122,French Toast,egg,Protein,130,False,True,oats,45,6,5,International,hard,drink
122,French Toast,milk,Dairy,62,False,True,,6,38,6,Fusion,hard,snack
122,French Toast,butter,Dairy,92,False,False,lemon,29,49,4,International,medium,lunch
123,Beef Stew,beef,Protein,216,False,False,,29,52,2,Indian,medium,dinner
123,Beef Stew,potato,Vegetable,63,False,False,bread,44,5,2,International,hard,breakfast
123,Beef Stew,carrot,Vegetable,32,False,True,,45,49,6,Mediterranean,easy,drink
123,Beef Stew,onion,Vegetable,236,False,False,,9,18,1,Mediterranean,hard,lunch
123,Beef Stew,garlic,Vegetable,206,False,False,beef,18,12,5,Indian,hard,drink
124,Green Smoothie,spinach,Vegetable,117,False,True,,42,59,4,Fusion,easy,dinner
124,Green Smoothie,banana,Fruit,70,False,False,,41,28,2,Fusion,easy,snack
124,Green Smoothie,apple,Fruit,146,False,True,oats,19,28,6,Indian,hard,breakfast
124,Green Smoothie,lemon,Fruit,90,True,False,,23,58,2,Indian,hard,breakfast
125,Avocado Toast,bread,Grain,203,False,True,,40,14,2,International,hard,snack
125,Avocado Toast,avocado,Fruit,122,True,False,butter,9,32,3,International,hard,snack
125,Avocado Toast,lemon,Fruit,106,False,False,oats,8,48,1,Mediterranean,medium,drink
125,Avocado Toast,tomato,Vegetable,181,True,False,peas,40,47,1,Mediterranean,hard,breakfast
126,Chickpea Curry,chickpeas,Legume,118,False,True,,36,53,3,Mediterranean,easy,snack
126,Chickpea Curry,tomato,Vegetable,154,False,False,mushroom,39,34,6,Mediterranean,medium,lunch
126,Chickpea Curry,onion,Vegetable,153,False,False,,17,35,4,Mediterranean,hard,drink
126,Chickpea Curry,garlic,Vegetable,206,False,True,,24,41,2,Indian,hard,breakfast
126,Chickpea Curry,spinach,Vegetable,216,False,False,,11,25,5,International,easy,snack
127,Beef Stew,beef,Protein,227,False,False,,24,8,6,Indian,medium,snack
127,Beef Stew,potato,Vegetable,133,False,False,onion,15,25,4,Fusion,medium,dinner
127,Beef Stew,carrot,Vegetable,75,False,False,,39,59,1,Fusion,easy,breakfast
127,Beef Stew,onion,Vegetable,234,False,True,,22,40,4,Indian,hard,dinner
127,Beef Stew,garlic,Vegetable,57,True,True,,44,21,1,Indian,hard,drink
128,Spinach Salad,spinach,Vegetable,150,False,True,,33,6,4,Mediterranean,medium,lunch
128,Spinach Salad,tomato,Vegetable,247,True,False,,26,53,3,Indian,medium,snack
128,Spinach Salad,cucumber,Vegetable,217,False,False,carrot,34,18,2,Fusion,hard,drink
128,Spinach Salad,avocado,Fruit,54,False,False,,36,48,3,Mediterranean,medium,breakfast
128,Spinach Salad,lemon,Fruit,177,False,False,,29,13,6,Indian,medium,breakfast
129,Corn Salsa,corn,Vegetable,82,False,False,,42,57,3,Mediterranean,hard,drink
129,Corn Salsa,tomato,Vegetable,107,True,False,,32,48,2,Fusion,easy,drink
129,Corn Salsa,onion,Vegetable,171,True,False,oats,38,10,2,Indian,medium,lunch
129,Corn Salsa,lemon,Fruit,199,False,True,,27,9,1,Indian,hard,lunch
129,Corn Salsa,bell_pepper,Vegetable,228,False,False,,44,1,3,International,hard,snack
130,Beef Stew,beef,Protein,207,False,False,,25,15,3,Mediterranean,medium,breakfast
130,Beef Stew,potato,Vegetable,180,False,False,,26,41,1,Mediterranean,easy,snack
130,Beef Stew,carrot,Vegetable,47,False,False,,34,59,5,Indian,medium,lunch
130,Beef Stew,onion,Vegetable,130,False,False,,22,48,2,International,easy,lunch
130,Beef Stew,garlic,Vegetable,165,False,False,,24,25,1,Indian,medium,drink
131,Spinach Salad,spinach,Vegetable,224,False,False,,34,52,1,Indian,medium,breakfast
131,Spinach Salad,tomato,Vegetable,105,False,True,,45,4,3,International,medium,breakfast
131,Spinach Salad,cucumber,Vegetable,95,False,True,,39,56,2,Indian,easy,lunch
131,Spinach Salad,avocado,Fruit,54,False,False,,35,51,1,Fusion,hard,breakfast
131,Spinach Salad,lemon,Fruit,122,False,True,,36,8,4,Indian,medium,snack
132,Mushroom Omelette,egg,Protein,204,False,True,,23,47,1,Mediterranean,medium,breakfast
132,Mushroom Omelette,mushroom,Vegetable,43,False,False,,23,18,3,Indian,hard,lunch
132,Mushroom Omelette,onion,Vegetable,158,False,False,,13,39,3,International,hard,drink
132,Mushroom Omelette,cheese,Dairy,169,True,False,,32,51,3,Mediterranean,easy,dinner
133,Mushroom Omelette,egg,Protein,221,False,True,,25,31,3,Fusion,hard,breakfast
133,Mushroom Omelette,mushroom,Vegetable,222,False,True,,27,37,5,International,easy,dinner
133,Mushroom Omelette,onion,Vegetable,123,False,True,,40,34,1,Mediterranean,easy,snack
133,Mushroom Omelette,cheese,Dairy,181,False,False,,32,35,5,International,hard,lunch
134,Pasta Primavera,pasta,Grain,195,False,False,lemon,26,30,6,Mediterranean,medium,breakfast
134,Pasta Primavera,tomato,Vegetable,78,True,False,,32,31,6,Mediterranean,easy,breakfast
134,Pasta Primavera,broccoli,Vegetable,85,False,False,,44,18,6,Fusion,medium,snack
134,Pasta Primavera,bell_pepper,Vegetable,190,False,False,onion,25,42,4,Mediterranean,hard,drink
134,Pasta Primavera,garlic,Vegetable,179,False,False,,11,39,3,International,hard,lunch
135,Walnut Oatmeal,oats,Grain,86,False,False,chicken,32,1,1,Fusion,medium,snack
135,Walnut Oatmeal,walnut,Nut,59,False,False,,34,31,6,Indian,hard,dinner
135,Walnut Oatmeal,banana,Fruit,191,False,False,,44,25,1,Fusion,easy,drink
135,Walnut Oatmeal,milk,Dairy,249,False,False,yogurt,23,6,2,Mediterranean,medium,breakfast
136,Avocado Toast,bread,Grain,247,False,False,salmon,19,53,2,International,medium,snack
136,Avocado Toast,avocado,Fruit,180,False,True,,25,50,4,International,easy,drink
136,Avocado Toast,lemon,Fruit,140,False,False,,19,8,6,Mediterranean,easy,snack
136,Avocado Toast,tomato,Vegetable,188,True,False,chicken,19,40,6,Fusion,medium,lunch
137,Cheese Omelette,egg,Protein,144,False,False,apple,27,20,3,Mediterranean,easy,breakfast
